id,location,fault_severity,severity_type,event_type,log_feature,resource_type,text_for_ai
15821,location 893,1,severity_type 1,"event_type 43, event_type 42, event_type 44","feature 291, feature 290, feature 283, feature 368, feature 375, feature 376",resource_type 2,"Incident 15821 à location 893. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 291, feature 290, feature 283, feature 368, feature 375, feature 376], Événements [event_type 43, event_type 42, event_type 44], Ressource [resource_type 2]."
13362,location 878,0,severity_type 2,event_type 11,"feature 202, feature 73, feature 195, feature 68",resource_type 8,"Incident 13362 à location 878. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 202, feature 73, feature 195, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
7426,location 501,0,severity_type 4,event_type 35,feature 315,resource_type 2,"Incident 7426 à location 501. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 315], Événements [event_type 35], Ressource [resource_type 2]."
16799,location 159,0,severity_type 1,"event_type 34, event_type 11, event_type 35","feature 94, feature 211, feature 44, feature 160","resource_type 2, resource_type 8","Incident 16799 à location 159. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 94, feature 211, feature 44, feature 160], Événements [event_type 34, event_type 11, event_type 35], Ressource [resource_type 2, resource_type 8]."
5970,location 806,2,severity_type 1,event_type 11,feature 53,resource_type 8,"Incident 5970 à location 806. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 53], Événements [event_type 11], Ressource [resource_type 8]."
594,location 734,1,severity_type 2,event_type 15,"feature 82, feature 203, feature 71, feature 193",resource_type 8,"Incident 594 à location 734. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 82, feature 203, feature 71, feature 193], Événements [event_type 15], Ressource [resource_type 8]."
6453,location 475,0,severity_type 2,"event_type 34, event_type 35","feature 314, feature 234",resource_type 2,"Incident 6453 à location 475. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 314, feature 234], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
15373,location 961,1,severity_type 1,event_type 11,"feature 54, feature 170",resource_type 8,"Incident 15373 à location 961. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54, feature 170], Événements [event_type 11], Ressource [resource_type 8]."
14399,location 919,0,severity_type 1,event_type 11,"feature 171, feature 55",resource_type 8,"Incident 14399 à location 919. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 171, feature 55], Événements [event_type 11], Ressource [resource_type 8]."
5185,location 390,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232",resource_type 2,"Incident 5185 à location 390. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
18492,location 135,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 315, feature 232, feature 233, feature 313",resource_type 2,"Incident 18492 à location 135. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 315, feature 232, feature 233, feature 313], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
8115,location 745,2,severity_type 1,event_type 11,feature 87,resource_type 8,"Incident 8115 à location 745. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 87], Événements [event_type 11], Ressource [resource_type 8]."
11992,location 471,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232",resource_type 2,"Incident 11992 à location 471. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
3415,location 155,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 3415 à location 155. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
16544,location 1052,0,severity_type 1,event_type 11,"feature 201, feature 80",resource_type 8,"Incident 16544 à location 1052. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 201, feature 80], Événements [event_type 11], Ressource [resource_type 8]."
12534,location 378,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 12534 à location 378. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
16671,location 95,0,severity_type 2,"event_type 35, event_type 34","feature 230, feature 312, feature 228, feature 310, feature 307, feature 232, feature 227, feature 308",resource_type 2,"Incident 16671 à location 95. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 230, feature 312, feature 228, feature 310, feature 307, feature 232, feature 227, feature 308], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
13944,location 79,0,severity_type 1,"event_type 10, event_type 20","feature 39, feature 38, feature 134","resource_type 2, resource_type 3","Incident 13944 à location 79. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 39, feature 38, feature 134], Événements [event_type 10, event_type 20], Ressource [resource_type 2, resource_type 3]."
9388,location 298,0,severity_type 4,event_type 35,"feature 307, feature 312",resource_type 2,"Incident 9388 à location 298. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 307, feature 312], Événements [event_type 35], Ressource [resource_type 2]."
745,location 272,1,severity_type 2,"event_type 35, event_type 34","feature 232, feature 312, feature 307, feature 227",resource_type 2,"Incident 745 à location 272. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 232, feature 312, feature 307, feature 227], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
1488,location 504,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 1488 à location 504. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
11764,location 805,0,severity_type 1,event_type 11,"feature 70, feature 191",resource_type 8,"Incident 11764 à location 805. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 70, feature 191], Événements [event_type 11], Ressource [resource_type 8]."
17185,location 684,2,severity_type 1,"event_type 15, event_type 11",feature 71,resource_type 8,"Incident 17185 à location 684. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 71], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
339,location 1095,2,severity_type 1,"event_type 22, event_type 11, event_type 14, event_type 20, event_type 23","feature 306, feature 209, feature 134, feature 219, feature 303, feature 170","resource_type 8, resource_type 2, resource_type 7, resource_type 4","Incident 339 à location 1095. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 306, feature 209, feature 134, feature 219, feature 303, feature 170], Événements [event_type 22, event_type 11, event_type 14, event_type 20, event_type 23], Ressource [resource_type 8, resource_type 2, resource_type 7, resource_type 4]."
6381,location 737,0,severity_type 1,event_type 11,"feature 42, feature 157",resource_type 8,"Incident 6381 à location 737. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 42, feature 157], Événements [event_type 11], Ressource [resource_type 8]."
13754,location 613,2,severity_type 1,"event_type 54, event_type 15","feature 82, feature 203",resource_type 8,"Incident 13754 à location 613. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 54, event_type 15], Ressource [resource_type 8]."
2777,location 507,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232, feature 307",resource_type 2,"Incident 2777 à location 507. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232, feature 307], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
13328,location 465,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 307, feature 312",resource_type 2,"Incident 13328 à location 465. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 307, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
1787,location 599,2,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 1787 à location 599. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
1849,location 1,0,severity_type 2,event_type 15,feature 82,resource_type 8,"Incident 1849 à location 1. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82], Événements [event_type 15], Ressource [resource_type 8]."
6494,location 823,0,severity_type 1,event_type 11,feature 71,resource_type 8,"Incident 6494 à location 823. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 71], Événements [event_type 11], Ressource [resource_type 8]."
15032,location 814,0,severity_type 1,event_type 11,"feature 70, feature 191",resource_type 8,"Incident 15032 à location 814. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 70, feature 191], Événements [event_type 11], Ressource [resource_type 8]."
15430,location 963,0,severity_type 2,event_type 11,feature 73,resource_type 8,"Incident 15430 à location 963. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73], Événements [event_type 11], Ressource [resource_type 8]."
3511,location 996,0,severity_type 2,event_type 15,feature 80,resource_type 8,"Incident 3511 à location 996. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 80], Événements [event_type 15], Ressource [resource_type 8]."
14216,location 91,0,severity_type 2,"event_type 34, event_type 35","feature 235, feature 315",resource_type 2,"Incident 14216 à location 91. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 235, feature 315], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
2169,location 737,1,severity_type 1,event_type 11,"feature 42, feature 157",resource_type 8,"Incident 2169 à location 737. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 42, feature 157], Événements [event_type 11], Ressource [resource_type 8]."
3405,location 388,1,severity_type 1,"event_type 20, event_type 35","feature 134, feature 358, feature 312, feature 357, feature 219, feature 95, feature 301, feature 307",resource_type 2,"Incident 3405 à location 388. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 134, feature 358, feature 312, feature 357, feature 219, feature 95, feature 301, feature 307], Événements [event_type 20, event_type 35], Ressource [resource_type 2]."
5101,location 822,1,severity_type 4,event_type 54,"feature 360, feature 362",resource_type 2,"Incident 5101 à location 822. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 360, feature 362], Événements [event_type 54], Ressource [resource_type 2]."
